id,url,primaryTitle,originalTitle,type,description,primaryImage,contentRating,startYear,endYear,releaseDate,interests,countriesOfOrigin,externalLinks,spokenLanguages,filmingLocations,productionCompanies,budget,grossWorldwide,genres,isAdult,runtimeMinutes,averageRating,numVotes
tt0043014,https://www.imdb.com/title/tt0043014/,Sunset Boulevard,Sunset Boulevard,movie,A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.,https://m.media-amazon.com/images/M/MV5BMTU0NTkyNzYwMF5BMl5BanBnXkFtZTgwMDU0NDk5MTI@._V1_.jpg,Approved,1950,,1950-08-04,"['Film Noir', 'Psychological Drama', 'Showbiz Drama', 'Tragedy', 'Drama']",['US'],,['en'],"['10060 Sunset Blvd, Los Angeles, California, USA']","[{'id': 'co0023400', 'name': 'Paramount Pictures'}]",1752000,308663,"['Drama', 'Film-Noir']",False,110,8.4,247354
tt4633694,https://www.imdb.com/title/tt4633694/,Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse,movie,Teen Miles Morales becomes the Spider-Man of his universe and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.,https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@._V1_.jpg,PG,2018,,2018-12-14,"['Computer Animation', 'Superhero', 'Supernatural Fantasy', 'Teen Adventure', 'Urban Adventure', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']","['CA', 'US']",['http://www.intothespiderverse.movie/'],"['en', 'es']",,"[{'id': 'co0050868', 'name': 'Columbia Pictures'}, {'id': 'co0047120', 'name': 'Marvel Entertainment'}, {'id': 'co0180492', 'name': 'Avi Arad Productions'}]",90000000,393602435,"['Action', 'Adventure', 'Animation']",False,117,8.4,721614
tt0050825,https://www.imdb.com/title/tt0050825/,Paths of Glory,Paths of Glory,movie,A colonel defends three of his soldiers in a court-martial after they abandon a suicidal attack.,https://m.media-amazon.com/images/M/MV5BNmQ2NmI2ODYtMDQzNS00NzQyLTkzZjgtZmZlYTQ5MTc1OWU3XkEyXkFqcGc@._V1_.jpg,Approved,1957,,1957-12-25,"['Epic', 'War Epic', 'Drama', 'War']",['US'],,"['en', 'de', 'la']","['Schloß Schleißheim, Oberschleißheim, Bavaria, Germany']","[{'id': 'co0068126', 'name': 'Bryna Productions'}]",935000,8290,"['Drama', 'War']",False,88,8.4,224556
tt0051201,https://www.imdb.com/title/tt0051201/,Witness for the Prosecution,Witness for the Prosecution,movie,A veteran British barrister must defend his client in a murder trial that has surprise after surprise.,https://m.media-amazon.com/images/M/MV5BNjRhNTQzMzQtMWViMi00ODQ1LTg0MTEtYWE4ZWZlYjM4YjJhXkEyXkFqcGc@._V1_.jpg,Approved,1957,,1958-02-06,"['Legal Drama', 'Legal Thriller', 'Whodunnit', 'Crime', 'Drama', 'Mystery', 'Thriller']",['US'],,"['en', 'de']","['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA']","[{'id': 'co0134950', 'name': 'Edward Small Productions'}]",3000000,7903,"['Crime', 'Drama', 'Mystery']",False,116,8.4,148568
tt0081505,https://www.imdb.com/title/tt0081505/,The Shining,The Shining,movie,"A family heads to an isolated hotel for the winter, where a sinister presence influences the father into violence. At the same time, his psychic son sees horrifying forebodings from both the past and the future.",https://m.media-amazon.com/images/M/MV5BNmM5ZThhY2ItOGRjOS00NzZiLWEwYTItNDgyMjFkOTgxMmRiXkEyXkFqcGc@._V1_.jpg,R,1980,,1980-06-13,"['Psychological Drama', 'Psychological Horror', 'Supernatural Horror', 'Drama', 'Horror']","['GB', 'US']",,['en'],"['Timberline Lodge, Mount Hood, Oregon, USA']","[{'id': 'co0002663', 'name': 'Warner Bros.'}, {'id': 'co0113563', 'name': 'Hawk Films'}, {'id': 'co0025454', 'name': 'Peregrine'}]",19000000,47959450,"['Drama', 'Horror']",False,146,8.4,1159131
tt0032553,https://www.imdb.com/title/tt0032553/,The Great Dictator,The Great Dictator,movie,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,https://m.media-amazon.com/images/M/MV5BMjc4ZjEwNDUtMjlmZS00NzQ4LTg2N2MtMGI3ZjMyMmM3ZDM2XkEyXkFqcGc@._V1_.jpg,G,1940,,1941-03-07,"['Parody', 'Satire', 'Slapstick', 'Comedy', 'Drama', 'War']",['US'],"['https://www.instagram.com/charliechaplinofficial/', 'https://www.charliechaplin.com/en/films/7-The-Great-Dictator']","['en', 'eo', 'la']","['Santa Monica Mountains, Los Angeles, California, USA']","[{'id': 'co0028083', 'name': 'Charles Chaplin Productions'}]",2000000,972212,"['Comedy', 'Drama', 'War']",False,125,8.4,247582
tt23849204,https://www.imdb.com/title/tt23849204/,12th Fail,12th Fail,movie,The real-life story of IPS Officer Manoj Kumar Sharma and IRS Officer Shraddha Joshi.,https://m.media-amazon.com/images/M/MV5BNTE3OTIxZDYtNjA0NC00N2YxLTg1NGQtOTYxNmZkMDkwOWNjXkEyXkFqcGc@._V1_.jpg,,2023,,2023-10-27,"['Docudrama', 'Biography', 'Drama']",['IN'],"['https://www.123movieswiki.org/12th-fail/', 'https://www.hotstar.com/in/movies/12th-fail/1260161273']",['hi'],"['Chambal Valley, Madhya Pradesh, India']","[{'id': 'co0774661', 'name': 'Vinod Chopra Films'}, {'id': 'co0274702', 'name': 'Zee Studios'}]",,138288,"['Biography', 'Drama']",False,147,8.8,144466
tt0090605,https://www.imdb.com/title/tt0090605/,Aliens,Aliens,movie,"Decades after surviving the Nostromo incident, Ellen Ripley is sent out to re-establish contact with a terraforming colony but finds herself battling the Alien Queen and her offspring.",https://m.media-amazon.com/images/M/MV5BZjIyNGJhYzYtN2I1My00OTVhLWEyMzItZTVjNDMzOTVkYWViXkEyXkFqcGc@._V1_.jpg,R,1986,,1986-07-18,"['Alien Invasion', 'Cyberpunk', 'Space Sci-Fi', 'Action', 'Adventure', 'Sci-Fi', 'Thriller']","['GB', 'US']","['https://www.hotstar.com/id/movies/aliens/1770000953', 'https://play.hbomax.com/extra/urn:hbo:extra:GWi702QDuca6BwgEAAAE8']","['en', 'es']","['Acton Lane Power Station, Acton Lane, Acton, London, England, UK']","[{'id': 'co0000756', 'name': 'Twentieth Century Fox'}, {'id': 'co0132161', 'name': 'Brandywine Productions'}, {'id': 'co0041067', 'name': 'Pinewood Studios'}]",18500000,131060248,"['Action', 'Adventure', 'Horror']",False,137,8.4,804286
tt0361748,https://www.imdb.com/title/tt0361748/,Inglourious Basterds,Inglourious Basterds,movie,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",https://m.media-amazon.com/images/M/MV5BODZhMWJlNjYtNDExNC00MTIzLTllM2ItOGQ2NGVjNDQ3MzkzXkEyXkFqcGc@._V1_.jpg,R,2009,,2009-08-21,"['Dark Comedy', 'Period Drama', 'Adventure', 'Drama', 'War']","['US', 'DE']","['https://www.facebook.com/inglouriousbasterds', 'http://basterds.ru/']","['en', 'de', 'fr', 'it']","['Brasserie La Renaissance, 112 rue Championnet, Paris 18, Paris, France']","[{'id': 'co0005073', 'name': 'Universal Pictures'}, {'id': 'co0150452', 'name': 'The Weinstein Company'}, {'id': 'co0019267', 'name': 'A Band Apart'}]",70000000,321460456,"['Adventure', 'Drama', 'War']",False,153,8.4,1666794
tt1345836,https://www.imdb.com/title/tt1345836/,The Dark Knight Rises,The Dark Knight Rises,movie,"Bane, an imposing terrorist, attacks Gotham City and disrupts its eight-year-long period of peace. This forces Bruce Wayne to come out of hiding and don the cape and cowl of Batman again.",https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_.jpg,PG-13,2012,,2012-07-20,"['Action Epic', 'Epic', 'Superhero', 'Action', 'Drama', 'Thriller']","['US', 'GB']","['https://www.facebook.com/darkknighttrilogy', 'http://www.thedarkknightrises.com/']","['en', 'ar']","['Mehrangarh Fort, Jodhpur, Rajasthan, India']","[{'id': 'co0002663', 'name': 'Warner Bros.'}, {'id': 'co0159111', 'name': 'Legendary Entertainment'}, {'id': 'co0123927', 'name': 'DC Entertainment'}]",250000000,1114975066,"['Action', 'Drama', 'Thriller']",False,164,8.4,1900680
tt2380307,https://www.imdb.com/title/tt2380307/,Coco,Coco,movie,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",https://m.media-amazon.com/images/M/MV5BMDIyM2E2NTAtMzlhNy00ZGUxLWI1NjgtZDY5MzhiMDc5NGU3XkEyXkFqcGc@._V1_.jpg,PG,2017,,2017-11-22,"['Computer Animation', 'Supernatural Fantasy', 'Adventure', 'Animation', 'Drama', 'Family', 'Fantasy', 'Music', 'Mystery']","['US', 'MX']","['https://www.facebook.com/PixarCoco', 'https://movies.disney.com/coco']","['en', 'es']","['Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA']","[{'id': 'co0008970', 'name': 'Walt Disney Pictures'}, {'id': 'co0017902', 'name': 'Pixar Animation Studios'}, {'id': 'co0679476', 'name': 'Día de Muertos'}]",175000000,814641172,"['Adventure', 'Animation', 'Drama']",False,105,8.4,641644
tt0086879,https://www.imdb.com/title/tt0086879/,Amadeus,Amadeus,movie,"The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was deeply jealous of Mozart's talent and claimed to have murdered him.",https://m.media-amazon.com/images/M/MV5BMzc2MjM0NTMtOGY4NC00NzY1LWE2ODUtZjMzY2RhNGNkZDAyXkEyXkFqcGc@._V1_.jpg,PG,1984,,1984-09-19,"['Costume Drama', 'Epic', 'Period Drama', 'Tragedy', 'Biography', 'Drama', 'Music']","['US', 'FR']",['https://www.facebook.com/AmadeusFilm'],"['en', 'it', 'la', 'de', 'fr']","['Barrandov Studios, Prague, Czech Republic']","[{'id': 'co0061706', 'name': 'The Saul Zaentz Company'}, {'id': 'co0001757', 'name': 'AMLF'}]",18000000,52075942,"['Biography', 'Drama', 'Music']",False,160,8.4,445927
tt0114709,https://www.imdb.com/title/tt0114709/,Toy Story,Toy Story,movie,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,https://m.media-amazon.com/images/M/MV5BZTA3OWVjOWItNjE1NS00NzZiLWE1MjgtZDZhMWI1ZTlkNzYwXkEyXkFqcGc@._V1_.jpg,G,1995,,1995-11-22,"['Buddy Comedy', 'Computer Animation', 'Supernatural Fantasy', 'Urban Adventure', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",['US'],"['https://www.facebook.com/PixarToyStory', 'http://toystory.disney.com/toy-story']",['en'],"['Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA']","[{'id': 'co0008970', 'name': 'Walt Disney Pictures'}, {'id': 'co0017902', 'name': 'Pixar Animation Studios'}]",30000000,394436586,"['Adventure', 'Animation', 'Comedy']",False,81,8.3,1114452
tt4154796,https://www.imdb.com/title/tt4154796/,Avengers: Endgame,Avengers: Endgame,movie,"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.",https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_.jpg,PG-13,2019,,2019-04-26,"['Space Sci-Fi', 'Superhero', 'Time Travel', 'Tragedy', 'Action', 'Adventure', 'Drama', 'Sci-Fi']",['US'],"['https://www.marvel.com/movies/avengers-endgame', 'https://www.facebook.com/avengers']","['en', 'ja', 'xh', 'de']","['Durham Cathedral, The College, Durham, County Durham, England, UK']","[{'id': 'co0051941', 'name': 'Marvel Studios'}]",356000000,2799439100,"['Action', 'Adventure', 'Sci-Fi']",False,181,8.4,1341157
tt0119217,https://www.imdb.com/title/tt0119217/,Good Will Hunting,Good Will Hunting,movie,"Will Hunting, a janitor at MIT, has a gift for mathematics, but needs help from a psychologist to find direction in his life.",https://m.media-amazon.com/images/M/MV5BNDdjZGQ5YzEtNTc2My00Mjc0LWFlMTctYzkwMzZlNzdiZWYzXkEyXkFqcGc@._V1_.jpg,R,1997,,1998-01-09,"['Coming-of-Age', 'Psychological Drama', 'Drama', 'Romance']",['US'],"['http://www.facebook.com/GoodWillHuntingMovie', 'http://www.miramax.com/movie/good-will-hunting']",['en'],"['Massachusetts Turnpike, Massachusetts, USA']","[{'id': 'co0022594', 'name': 'Miramax'}, {'id': 'co0093776', 'name': 'Lawrence Bender Productions'}, {'id': 'co0031032', 'name': 'Be Gentlemen Limited Partnership'}]",10000000,225933435,"['Drama', 'Romance']",False,126,8.3,1127721
tt0364569,https://www.imdb.com/title/tt0364569/,Oldboy,Oldeuboi,movie,"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must track down his captor in five days.",https://m.media-amazon.com/images/M/MV5BMTI3NTQyMzU5M15BMl5BanBnXkFtZTcwMTM2MjgyMQ@@._V1_.jpg,R,2003,,2003-11-21,"['Dark Comedy', 'One-Person Army Action', 'Psychological Thriller', 'Action', 'Drama', 'Mystery', 'Thriller']",['KR'],['http://oldboy.film.ru/'],['ko'],"['Busan, South Korea']","[{'id': 'co0102054', 'name': 'Show East'}, {'id': 'co0086996', 'name': 'Egg Films'}]",3000000,17592355,"['Action', 'Drama', 'Mystery']",False,120,8.3,672841
tt0057012,https://www.imdb.com/title/tt0057012/,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,movie,"An unhinged American general orders a bombing attack on the Soviet Union, triggering a path to nuclear holocaust that a war room full of politicians and generals frantically tries to stop.",https://m.media-amazon.com/images/M/MV5BMjFjYzBlOTktMTI2OS00ZWVhLTgxMDUtNzAwODY2NmI3YTAzXkEyXkFqcGc@._V1_.jpg,PG,1964,,1964-01-29,"['Dark Comedy', 'Farce', 'Political Drama', 'Satire', 'Comedy', 'War']","['GB', 'US']",['https://www.sonypictures.com/movies/drstrangeloveorhowilearnedtostopworryingandlovethebomb'],"['en', 'ru']","['Banff National Park, Alberta, Canada']","[{'id': 'co0038089', 'name': 'Stanley Kubrick Productions'}]",1800000,9631984,"['Comedy', 'War']",False,95,8.3,535569
tt0169547,https://www.imdb.com/title/tt0169547/,American Beauty,American Beauty,movie,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,https://m.media-amazon.com/images/M/MV5BMDI1MDE0OTMtMmI2MS00Yjc2LTg2MTItMWExYTg5NzA1OGUzXkEyXkFqcGc@._V1_.jpg,R,1999,,1999-10-01,"['Psychological Drama', 'Tragedy', 'Drama']",['US'],['https://www.facebook.com/americanbeautymovie'],['en'],"['Sacramento, California, USA']","[{'id': 'co0819670', 'name': 'Dreamworks Pictures'}, {'id': 'co0021095', 'name': 'Jinks/Cohen Company'}]",15000000,356296601,['Drama'],False,122,8.3,1243807
tt0082096,https://www.imdb.com/title/tt0082096/,Das Boot,Das Boot,movie,A German U-boat stalks the frigid waters of the North Atlantic as its young crew experience the sheer terror and claustrophobic life of a submariner in World War II.,https://m.media-amazon.com/images/M/MV5BNGU0MWZlMTUtM2Y3Ny00NGNmLWE5NmEtN2YxOWQzMGM3ZWYzXkEyXkFqcGc@._V1_.jpg,,1981,,1982-02-10,"['War Epic', 'Drama', 'War']",['XWG'],"['https://dasboot.officialwebsite.art/', 'http://www.dasboot.com/']",['de'],['North Sea near Heligoland'],"[{'id': 'co0011145', 'name': 'Bavaria Film'}, {'id': 'co0004917', 'name': 'Twin Bros. Productions'}, {'id': 'co0100358', 'name': 'Radiant Film GmbH'}]",32000000,11488778,"['Drama', 'War']",False,149,8.4,277882
tt0112573,https://www.imdb.com/title/tt0112573/,Braveheart,Braveheart,movie,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,https://m.media-amazon.com/images/M/MV5BNGMxZDBhNGQtYTZlNi00N2UzLWI4NDEtNmUzNWM2NTdmZDA0XkEyXkFqcGc@._V1_.jpg,R,1995,,1995-05-24,"['Costume Drama', 'Epic', 'Period Drama', 'War Epic', 'Biography', 'Drama', 'War']",['US'],"['https://www.facebook.com/braveheartmovie/', 'https://www.paramountpictures.com/movies/braveheart']","['en', 'fr', 'la', 'gd', 'it']","['Fort William, Glen Coe, Highland, Scotland, UK']","[{'id': 'co0000700', 'name': 'Icon Entertainment International'}, {'id': 'co0042559', 'name': 'The Ladd Company'}, {'id': 'co0078539', 'name': 'B.H. Finance C.V.'}]",72000000,213216216,"['Biography', 'Drama', 'War']",False,178,8.3,1124054
tt0119698,https://www.imdb.com/title/tt0119698/,Princess Mononoke,Mononoke-hime,movie,"On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.",https://m.media-amazon.com/images/M/MV5BNjAzODViNGEtMjBkYi00N2U5LWJjNjAtY2U0MGJhZTEwOTU0XkEyXkFqcGc@._V1_.jpg,PG-13,1997,,1997-07-12,"['Action Epic', 'Adult Animation', 'Adventure Epic', 'Anime', 'Dark Fantasy', 'Fantasy Epic', 'Hand-Drawn Animation', 'Quest', 'Adventure', 'Animation']",['JP'],['http://movies.disney.com/princess-mononoke'],['ja'],,"[{'id': 'co0064941', 'name': 'DENTSU Music And Entertainment'}, {'id': 'co0205112', 'name': 'Nibariki'}, {'id': 'co0003850', 'name': 'Nippon Television Network (NTV)'}]",2400000000,170331067,"['Adventure', 'Animation', 'Fantasy']",False,133,8.3,455522
tt5311514,https://www.imdb.com/title/tt5311514/,Your Name.,Kimi no na wa.,movie,"Two teenagers share a profound, magical connection upon discovering they are swapping bodies. Things manage to become even more complicated when the boy and girl decide to meet in person.",https://m.media-amazon.com/images/M/MV5BMjI1ODZkYTgtYTY3Yy00ZTJkLWFkOTgtZDUyYWM4MzQwNjk0XkEyXkFqcGc@._V1_.jpg,,2016,,2017-04-07,"['Anime', 'Shōjo', 'Animation', 'Drama', 'Fantasy', 'Romance']",['JP'],"['https://www.cwfilms.jp/en/products/article/kiminona.html', 'https://www.funimationfilms.com/movie/yourname/']",['ja'],,"[{'id': 'co0028938', 'name': 'Amuse'}, {'id': 'co0279747', 'name': 'CoMix Wave Films'}, {'id': 'co0169715', 'name': 'East Japan Marketing & Communications Inc.'}]",370000000,405340703,"['Animation', 'Drama', 'Fantasy']",False,106,8.4,350976
tt0057565,https://www.imdb.com/title/tt0057565/,High and Low,Tengoku to jigoku,movie,An executive of a Yokohama shoe company becomes a victim of extortion when his chauffeur's son is kidnapped by mistake and held for ransom.,https://m.media-amazon.com/images/M/MV5BOTFmOTNjYjUtMDA2MC00ZTJiLThiYzktNDdjNzQwMjNkN2NmXkEyXkFqcGc@._V1_.jpg,Not Rated,1963,,1963-11-26,"['Police Procedural', 'Crime', 'Drama', 'Mystery', 'Thriller']",['JP'],,['ja'],"['Toho Studios, Tokyo, Japan']","[{'id': 'co0095216', 'name': 'Kurosawa Production Co.'}, {'id': 'co0002219', 'name': 'Toho'}]",230000000,61010,"['Crime', 'Drama', 'Mystery']",False,143,8.4,58944
tt1187043,https://www.imdb.com/title/tt1187043/,3 Idiots,3 Idiots,movie,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".",https://m.media-amazon.com/images/M/MV5BNzc4ZWQ3NmYtODE0Ny00YTQ4LTlkZWItNTBkMGQ0MmUwMmJlXkEyXkFqcGc@._V1_.jpg,PG-13,2009,,2009-12-25,"['Coming-of-Age', 'Comedy', 'Drama']",['IN'],['https://www.sonyliv.com/movies/3-idiots-1000007674'],"['hi', 'en']","['IIM Campus, Bangalore, Karnataka, India']","[{'id': 'co0106826', 'name': 'Vinod Chopra Productions'}]",550000000,60262836,"['Comedy', 'Drama']",False,170,8.4,454745
tt7286456,https://www.imdb.com/title/tt7286456/,Joker,Joker,movie,"Arthur Fleck, a party clown and a failed stand-up comedian, leads an impoverished life with his ailing mother. However, when society shuns him and brands him as a freak, he decides to embrace the life of chaos in Gotham City.",https://m.media-amazon.com/images/M/MV5BNzY3OWQ5NDktNWQ2OC00ZjdlLThkMmItMDhhNDk3NTFiZGU4XkEyXkFqcGc@._V1_.jpg,R,2019,,2019-10-04,"['Psychological Drama', 'Psychological Thriller', 'Tragedy', 'Crime', 'Drama', 'Thriller']","['US', 'CA', 'AU']","['https://www.facebook.com/jokermovie/', 'https://www.instagram.com/jokermovie/']","['en', 'de']","['1150 Anderson Ave, The Bronx, New York City, New York, USA']","[{'id': 'co0002663', 'name': 'Warner Bros.'}, {'id': 'co0227121', 'name': 'Village Roadshow Pictures'}, {'id': 'co0309252', 'name': 'BRON Studios'}]",55000000,1078958629,"['Crime', 'Drama', 'Thriller']",False,122,8.3,1594120
tt0087843,https://www.imdb.com/title/tt0087843/,Once Upon a Time in America,Once Upon a Time in America,movie,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life.",https://m.media-amazon.com/images/M/MV5BMDQ0ZTg2OGUtZjMyOC00M2M5LThkMmItZmM2MmUzMmIxMWJhXkEyXkFqcGc@._V1_.jpg,R,1984,,1984-06-01,"['Dark Comedy', 'Epic', 'Gangster', 'Period Drama', 'Crime', 'Drama']","['IT', 'US']","['https://www.facebook.com/OnceUponATimeInAmericaFilm/', 'https://www.warnerbros.com/movies/once-upon-time-america']","['en', 'it', 'fr', 'yi', 'he']","['Cinecittà Studios, Cinecittà, Rome, Lazio, Italy']","[{'id': 'co0042559', 'name': 'The Ladd Company'}, {'id': 'co0002663', 'name': 'Warner Bros.'}, {'id': 'co0035468', 'name': 'Producers Sales Organization (PSO)'}]",30000000,5475540,"['Crime', 'Drama']",False,229,8.3,392476
tt8267604,https://www.imdb.com/title/tt8267604/,Capernaum,Capharnaüm,movie,"While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect.",https://m.media-amazon.com/images/M/MV5BYzEyMzQ1OTktZTljZi00OWQzLWE2ZmUtZjQyNzBjYjE1NTc0XkEyXkFqcGc@._V1_.jpg,R,2018,,2018-09-20,['Drama'],"['LB', 'US', 'FR', 'CY', 'QA', 'GB']","['https://www.facebook.com/CapharnaumFilm/', 'http://www.capharnaumfilm.com/']","['ar', 'am']","['Cola, Beirut, Lebanon']","[{'id': 'co0694202', 'name': 'Mooz Films'}, {'id': 'co0739287', 'name': 'Cedrus Invest Bank'}, {'id': 'co0739288', 'name': 'Sunnyland Film'}]",4000000,64417003,['Drama'],False,126,8.4,114595
tt0045152,https://www.imdb.com/title/tt0045152/,Singin' in the Rain,Singin' in the Rain,movie,A silent film star falls for a chorus girl just as he and his delusionally jealous screen partner are trying to make the difficult transition to talking pictures in 1920s Hollywood.,https://m.media-amazon.com/images/M/MV5BMGQzZDFjZWUtZDU4ZS00ZjM3LTgyYmItYjA3YmIwYzRkZWY3XkEyXkFqcGc@._V1_.jpg,G,1952,,1952-04-10,"['Classic Musical', 'Feel-Good Romance', 'Jukebox Musical', 'Romantic Comedy', 'Comedy', 'Musical', 'Romance']",['US'],,['en'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA']","[{'id': 'co0054683', 'name': ""Loew's""}]",2540800,2093659,"['Comedy', 'Musical', 'Romance']",False,103,8.3,270863
tt0091251,https://www.imdb.com/title/tt0091251/,Come and See,Idi i smotri,movie,"After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.",https://m.media-amazon.com/images/M/MV5BNDlkZmVkZDAtZGFmMS00OWIzLWJkY2YtNWE5NjNhNjhiZGE3XkEyXkFqcGc@._V1_.jpg,Not Rated,1985,,1985-09-03,"['Epic', 'Period Drama', 'Tragedy', 'War Epic', 'Drama', 'Thriller', 'War']",['SUHH'],,"['be', 'ru', 'de']",['Soviet Union'],"[{'id': 'co0114140', 'name': 'Belarusfilm'}, {'id': 'co0917448', 'name': 'Mosfilm'}]",,20929648,"['Drama', 'Thriller', 'War']",False,142,8.3,109894
tt0180093,https://www.imdb.com/title/tt0180093/,Requiem for a Dream,Requiem for a Dream,movie,The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.,https://m.media-amazon.com/images/M/MV5BN2ZlMjIzZjctYzA2My00ZWYyLWI4ZjctMGI2NWYyNzFiZjAwXkEyXkFqcGc@._V1_.jpg,NC-17,2000,,2000-12-15,"['Psychological Drama', 'Tragedy', 'Drama']",['US'],,['en'],"['Coney Island, Brooklyn, New York City, New York, USA']","[{'id': 'co0014903', 'name': 'Artisan Entertainment'}, {'id': 'co0042682', 'name': 'Thousand Words'}, {'id': 'co0067219', 'name': 'Sibling Productions'}]",4500000,7390108,['Drama'],False,102,8.3,933137
tt0435761,https://www.imdb.com/title/tt0435761/,Toy Story 3,Toy Story 3,movie,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",https://m.media-amazon.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@._V1_.jpg,G,2010,,2010-06-18,"['Computer Animation', 'Supernatural Fantasy', 'Urban Adventure', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",['US'],"['https://www.facebook.com/PixarToyStory', 'http://toystory.disney.com/toy-story-3']","['en', 'es']","['Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA']","[{'id': 'co0008970', 'name': 'Walt Disney Pictures'}, {'id': 'co0017902', 'name': 'Pixar Animation Studios'}]",200000000,1067316101,"['Adventure', 'Animation', 'Comedy']",False,103,8.3,925504
tt0086190,https://www.imdb.com/title/tt0086190/,Star Wars: Episode VI - Return of the Jedi,Star Wars: Episode VI - Return of the Jedi,movie,"After rescuing Han Solo from Jabba the Hutt, the Rebel Alliance attempts to destroy the second Death Star while Luke struggles to help Darth Vader back from the dark side.",https://m.media-amazon.com/images/M/MV5BNWEwOTI0MmUtMGNmNy00ODViLTlkZDQtZTg1YmQ3MDgyNTUzXkEyXkFqcGc@._V1_.jpg,PG,1983,,1983-05-25,"['Action Epic', 'Adventure Epic', 'Fantasy Epic', 'Quest', 'Sci-Fi Epic', 'Space Sci-Fi', 'Sword & Sorcery', 'Action', 'Adventure', 'Fantasy']",['US'],"['https://www.lucasfilm.com/productions/episode-vi/', 'https://www.starwars.com/films/star-wars-episode-vi-return-of-the-jedi']","['en', 'ki', 'tl', 'qu', 'pl']","['Miller-Rellim Redwood Company Property, Morrison Creek Road, Smith River, California, USA']","[{'id': 'co0071326', 'name': 'Lucasfilm'}]",32500000,482466382,"['Action', 'Adventure', 'Fantasy']",False,131,8.3,1157281
tt2106476,https://www.imdb.com/title/tt2106476/,The Hunt,Jagten,movie,"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",https://m.media-amazon.com/images/M/MV5BMTg2NDg3ODg4NF5BMl5BanBnXkFtZTcwNzk3NTc3Nw@@._V1_.jpg,R,2012,,2012-11-14,"['Psychological Drama', 'Tragedy', 'Drama']","['DK', 'SE', 'BE', 'FR']","['http://www.magpictures.com/thehunt/', 'http://www.facebook.com/TheHuntFilm']","['da', 'en', 'pl']","['Høje Taastrup Kirke, Taastrup, Denmark']","[{'id': 'co0136662', 'name': 'Zentropa Entertainments'}, {'id': 'co0001935', 'name': 'Film i Väst'}, {'id': 'co0338571', 'name': 'Zentropa International Sweden'}]",20000000,15886373,['Drama'],False,115,8.3,384958
